"title","orgName","subDeptName","bidValue","publishDate","detailUrl","inquiryDeadline","bidDeadline","bidDeadlineTime","bidDeadlineDaysLeft","inquiryDeadlineDaysLeft","keyword"
"صيانة وتأمين قطع غيار لمركبات رسمية متعرضة لحوادث مرورية تابعة لإدارة دوريات الأمن بمنطقة الرياض","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-09-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=d3pZOmWqdi4gDkqmNWpMdQ==","2025-09-26","2025-09-28","09:59",-50,-52,"مرور"
"بشأن اصلاح وتأمين وتركيب قطع غيار سيارة نوع فورد تورس موديل 2018 لوحة 3345 (حادث مروري)","المديرية العامة لمكافحة المخدرات","إدارة المشتريات بالمديرية العامة لمكافحة المخدرات","200","2025-09-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=xbVE%20Q3mC*@@**RiP*@@**Wj3ZpDUA==","2025-09-28","2025-09-30","09:59",-48,-50,"مرور"
"بشأن اصلاح وتأمين وتركيب قطع غيار سيارة نوع تويوتا كورولا موديل 2016 لوحة 6870 (حادث مروري)","المديرية العامة لمكافحة المخدرات","إدارة المشتريات بالمديرية العامة لمكافحة المخدرات","200","2025-09-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=vCpLKo4B4AHF31VGF9Ckng==","2025-09-28","2025-09-30","09:59",-48,-50,"مرور"
"إعلان عن بيع مركبات ودراجات نارية محجوزة بإدارة مرور منطقة المدينة المنورة (محافظة خيبر)","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-09-22","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=58dqZrUkVJVihbOoe4zZ*@@**Q==","2025-09-26","2025-09-28","09:59",-50,-52,"مرور"
"اصلاح وصيانة الة فرم اللوحات لإدارة مرور محافظة الطائف","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-09-22","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=8teN2SglMhBbTs%20*@@**T0IC5w==","2025-09-26","2025-09-28","09:59",-50,-52,"مرور"
"تأمين وتركيب وإصلاح وصيانة عدد [6] سيارة لإدارة مرور منطقة الرياض","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-09-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Z6HwR4hJtEs8y1W11JrjKQ==","2025-09-25","2025-09-27","09:59",-51,-53,"مرور"
"تأمين وتركيب وإصلاح وصيانة عدد [3] سيارة لإدارة مرور منطقة الشرقية","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-09-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=ArR64KOqjihpdn1tkEGuoQ==","2025-09-25","2025-09-27","09:59",-51,-53,"مرور"
"تأمين وتركيب وإصلاح وصيانة عدد [3] سيارة لإدارة مرور منطقة جازان","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-09-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Pnygicf*@@**JJxBqUpj*@@**M98Tw==","2025-09-25","2025-09-27","09:59",-51,-53,"مرور"
"توريد وتأمين أدوات ولوحات ووسائل السلامة المرورية لبلدية الحصاة","أمانة منطقة الرياض","بلدية الحصاة","2500","2025-09-18","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=GUgXjmLuVw14Wn5B4thXwg==","2025-10-10","2025-10-14","09:00",-34,-38,"مرور"
"شراء وتجديد رخص نظام إدارة الحسابات (Privileged Access Management) لضمان حماية واستمرارية الاعمال وا ...","هيئة المدن والمناطق الأقتصادية الخاصة","هيئة المدن والمناطق الأقتصادية الخاصة المقر الرئيسي","500","2025-09-15","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=hmPhEyIrl9*@@**mpSkAhCz22w==","2025-09-20","2025-10-01","09:59",-47,-58,"مرور"
"تأمين وتركيب وإصلاح وصيانة عدد (6) سيارة لإدارة مرور منطقة الرياض","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-09-14","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=b592sTSG6GiZoInssKHjiQ==","2025-09-18","2025-09-20","09:59",-58,-60,"مرور"
"Traffic Violations Program (to monitor all IABFH Vehicles, Dammam staff driving loaned cars) for IAF ...","الشؤون الصحیة بوزارة الحرس الوطني","إدارة العقود  -  مستشفى الإمام عبدالرحمن بن فيصل بالدمام","200","2025-09-14","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=bdqGkzhkvhUFoO8MMldiyw==","2025-09-25","2025-09-30","10:00",-48,-53,"مرور"
"تامين وتركيب وإصلاح وصيانة عدد (16) آلات تصوير لإدارة مرور منطقة الجوف","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-09-14","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=QNRGTXWrvoSvhn3scsRJGQ==","2025-09-18","2025-09-20","09:59",-58,-60,"مرور"
"تأمين وتوريد مواد لصيانة الدوارات وتنظيم حركة المرور بالمحافظة والمراكز التابعة لها","أمانة منطقة الرياض","بلدية محافظة ثادق","1500","2025-09-11","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=MGRyNog3P4TDovZFHGM50Q==","2025-09-21","2025-09-27","09:59",-51,-57,"مرور"
"صيانة لوحات الشوارع وتوريد لوحات ارشادية وأدوات سلامة مرورية لبلدية الرويضة","أمانة منطقة الرياض","بلدية الرويضة","1000","2025-09-11","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Xobmwi7NeDDtEcvEJiRAsA==","2025-09-19","2025-09-28","08:00",-50,-59,"مرور"
"صيانة وتأمين قطع غيار لمركبة رسمية متعرضة لحادث مروري تابعة لإدارة دوريات الأمن بمنطقة الباحة","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-09-11","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=6rE2fUAK4760Rer%20hcUbmg==","2025-09-24","2025-09-24","07:00",-54,-54,"مرور"
"صيانة وتأمين قطع غيار لمركبات رسمية متعرضة لحوادث مرورية تابعة لإدارة دوريات الأمن بالعاصمة المقدسة","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-09-10","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=%20tcp55CCC3Q8kbWBzysK2g==","2025-09-11","2025-09-13","09:59",-65,-67,"مرور"
"صيانة وتامين قطع غيار لمركبات متعرضة لحوادث مروريه تابعة لإدارة دوريات الامن بالمنطقة الشرقية","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-09-10","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=43NgG*@@**CyFMEUGorNkuxbuA==","2025-09-24","2025-09-24","07:00",-54,-54,"مرور"
"اصلاح وصيانة الة فرم ووزن اللوحات لإدارة مرور محافظة جدة","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-09-10","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=i%20fZOhu2hj1jASi9YTRtxg==","2025-09-14","2025-09-16","09:59",-62,-64,"مرور"
"إعلان عن بيع مركبات محجوزة بإدارة مرور محافظة حفر الباطن","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-09-09","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=2st49fdMZeE3DZE%20sV9aPw==","2025-09-13","2025-09-15","09:59",-63,-65,"مرور"
"إعلان عن بيع مركبات محجوزة بإدارة مرور منطقة المدينة المنورة","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-09-09","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=GanCXZjS0YmtItljt4McsQ==","2025-09-13","2025-09-15","09:59",-63,-65,"مرور"
"تأمين وتركيب وإصلاح وصيانة عدد (6) سيارة لإدارة مرور منطقة الرياض","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-09-09","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=DEOElPAzou75CKno0MDIqQ==","2025-09-13","2025-09-15","09:59",-63,-65,"مرور"
"تأمين وتركيب وإصلاح وصيانة عدد (3) سيارة لإدارة مرور منطقة تبوك","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-09-09","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=MA*@@**xL17pS6CgMt07KqOTew==","2025-09-13","2025-09-15","09:59",-63,-65,"مرور"
"إعلان عن بيع مركبات ودراجات نارية محجوزة بإدارة مرور محافظة رياض الخبراء","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-09-09","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=6UNiI6hj7d49t9fys5PoJg==","2025-09-13","2025-09-15","09:59",-63,-65,"مرور"
"تأمين وتركيب تنجيد مراتب عدد (30) سيارة لإدارة مرور منطقة حائل","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-09-09","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=0t9R8JayRWrnpTpANKa4cw==","2025-09-13","2025-09-15","09:59",-63,-65,"مرور"
"إعلان عن بيع دراجات نارية محجوزة بإدارة مرور محافظة الاحساء","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-09-09","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=yZMCFu%208j68lRLQvqAJSoQ==","2025-09-13","2025-09-15","09:59",-63,-65,"مرور"
"فك ونقل وتركيب الأثاث والأرشيف ومحتوياتها الخاصة بشعبة مرور الرمال","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-09-09","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=vNuotsxadZvWd6%200tkZJ2Q==","2025-09-13","2025-09-15","09:59",-63,-65,"مرور"
"صيانة وسائل السلامة المرورية بالمنطقة المركزية والطرق المؤدية لها","أمانة العاصمة المقدسة","ادارة المشتريات","1000","2025-09-08","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=xbnBz8CL6CPyY8wafFogig==","2025-09-18","2025-10-09","09:59",-39,-60,"مرور"
"عقد اعادة تأهيل القواعد الخرسانية المتهالكة لأعمدة الانارة والإشارات الضوئية (المرحلة الأولى) ...","الادارة العامة لمشروع ينبع","مدينة ينبع الصناعية  -  إدارة العقود  -  قسم العقود","1000","2025-09-07","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=K*@@**5WD%20wZ8NWxq%20qzMlv*@@**5g==","2025-11-10","2025-11-16","11:00",-1,-7,"مرور"
"توريد لوحات للسلامة المرورية","بلدية المنجور","بلدية المنجور","700","2025-09-07","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=W0iMF97f%2046wU7VDAWqlrA==","2025-09-17","2025-09-23","09:59",-55,-61,"مرور"
"منافسة إدارة دورة الإيرادات بمستشفى الملك عبدالله الجامعي","جامعة الأميرة نورة بنت عبدالرحمن","مستشفى الملك عبدالله بن عبدالعزيز الجامعي  -  العقود و المناقصات","1000","2025-09-04","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=VjTB1ujwsc%20uHuWXao%203HA==","2025-10-08","2025-10-13","10:00",-35,-40,"مرور"
"صيانة وتأهيل مدخل حي المنسك","أمانة منطقة عسير","المشتريات والمناقصات بالامانة","1000","2025-09-02","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=kxkK14aBafDCXAS8UDm7sQ==","2025-09-12","2025-09-18","09:59",-60,-66,"مرور"
"صيانة وتأهيل مدخل مدينة الأمير سلطان","أمانة منطقة عسير","المشتريات والمناقصات بالامانة","1000","2025-09-02","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=AkjCUv4snWxbzei0kOL9ow==","2025-09-12","2025-09-18","09:59",-60,-66,"مرور"
"صيانة وتأهيل مدخل حي المروج","أمانة منطقة عسير","المشتريات والمناقصات بالامانة","1000","2025-09-02","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=PPre%20miyVFg5uxGnvCoFzQ==","2025-09-12","2025-09-18","09:59",-60,-66,"مرور"
"اختبار وتشغيل محطة تجريبية لدراسة أثر المعقمات على الانابيب المصنعة من مادة البولي ايثيلين عالي ال ...","الهيئة السعودية للمياه","ادارة الشراء  -  قسم مشتريات الخدمات والمشاريع","1000","2025-09-01","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=33mopdlI152oDpJwplBXsw==","2025-11-16","2025-11-20","10:00",3,-1,"مرور"
"بشأن اصلاح وتأمين وتركيب قطع غيار سيارة نوع تويوتا هايلوكس موديل 2020 لوحة 2700 (حادث مروري)","المديرية العامة لمكافحة المخدرات","إدارة المشتريات بالمديرية العامة لمكافحة المخدرات","200","2025-08-31","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=vu%206oD2XcC5k6ZktZuLjIg==","2025-09-02","2025-09-04","09:59",-74,-76,"مرور"
"توريد وتركيب قطع غيار واصلاح تويوتا بكب غماره تابعه لادارة الدفاع المدني بسكاكا بمنطقة الجوف نتيجة و ...","ادارة الشؤون الفنية المركزية بمنطقة الجوف","ادارة الشؤون الفنية المركزية بمنطقة الجوف","200","2025-08-27","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=zNc2FmldS*@@**RnEIubgQ12rA==","2025-08-30","2025-09-01","09:59",-77,-79,"مرور"
"صيانة وتأمين قطع غيار لمركبات رسمية متعرضة لحوادث مرورية تابعة لإدارة دوريات الأمن بمنطقة الباحة","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-08-27","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=YNEvcnDVq%20Pjucln2*@@**DwMA==","2025-08-28","2025-08-30","09:59",-79,-81,"مرور"
"مشروع تأهيل الشوارع التجميعية بحي البساتين بالدمام","أمانة المنطقة الشرقية","إدارة المشتريات للمنافسات العامة لأمانة المنطقة الشرقية","2000","2025-08-26","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=UYaCs*@@**LcK8AORI6wIuYWdA==","2025-09-05","2025-09-14","20:00",-64,-73,"مرور"
"صيانة وتأمين قطع غيار لمركبات رسمية متعرضة لحوادث مرورية تابعة لإدارة دوريات الأمن بمنطقة المدينة ال ...","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-08-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=lDrz%20CbC5zO3Zu4nqEJKRg==","2025-08-26","2025-08-28","09:59",-81,-83,"مرور"
"صيانة وتأمين قطع غيار لمركبات رسمية متعرضة لحوادث مرورية تابعة لإدارة دوريات الأمن بمنطقة عسير","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-08-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=MBTq2QSZHbWnYn3gpPqbyg==","2025-08-26","2025-08-28","09:59",-81,-83,"مرور"
"صيانة وتأمين قطع غيار لمركبات رسمية متعرضة لحوادث مرورية تابعة لإدارة دوريات الأمن بالعاصمة المقدسة","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-08-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=KciLF1rXa0Pa1jWV%20j%20wMA==","2025-08-26","2025-08-28","09:59",-81,-83,"مرور"
"صيانة وتأمين قطع غيار لمركبة رسمية متعرضة لحادث مروري تابعة لإدارة دوريات الأمن بمنطقة الجوف","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-08-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=WPkDWOJj1WGSKk4lPThRrg==","2025-11-02","2025-11-02","07:00",-15,-15,"مرور"
"إعلان عن بيع مركبات و دراجات نارية محجوزة بإدارة مرور منطقة الحدود الشمالية","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-08-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=kG1wmc9nqsp0JVNCuB4yvA==","2025-08-29","2025-08-31","09:59",-78,-80,"مرور"
"اصلاح وصيانة ودهان حواجز حديدية لزوم فرع التموين بالإدارة العامة للمرور بـ (العاصمة المقدسة)","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-08-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=IBr*@@**Ts5VjFjZEX0a3MGWPg==","2025-08-29","2025-08-31","09:59",-78,-80,"مرور"
"نظام ادارة القروض و التحصيل","صندوق التنمية الثقافي","صندوق التنمية الثقافي","1250","2025-08-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=5pmKos67v9vty3HLO47Ueg==","2025-09-23","2025-10-02","10:00",-46,-55,"مرور"
"تأمين وتركيب وإصلاح وصيانة عدد (4) سيارة لإدارة مرور محافظة الطائف","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-08-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=HLJVwKrPf9nsAtceiP3zSA==","2025-08-29","2025-08-31","09:59",-78,-80,"مرور"
"تأمين وتركيب وإصلاح وصيانة عدد (3) سيارة لإدارة مرور منطقة الرياض","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-08-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=To4x4OxhB%20hBYlBRhQFdwg==","2025-08-29","2025-08-31","09:59",-78,-80,"مرور"
"إعلان عن بيع مركبات ودراجات نارية محجوزة بإدارة مرور منطقة عسير","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-08-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=ajJ4%20zbofktiMZ*@@**rnY9eoA==","2025-08-29","2025-08-31","09:59",-78,-80,"مرور"
"إعلان عن بيع دراجات نارية محجوزة بإدارة مرور محافظة الاحساء","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-08-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Vm1Dj1XBYnFLx5uS7ZIShg==","2025-08-29","2025-08-31","09:59",-78,-80,"مرور"
"توريد قطع غيار فورد تورس تابعه لمديرية الدفاع المدني بالجوف نتيجة وقوع حادث مروري عليها ( JF 25 62 0 ...","ادارة الشؤون الفنية المركزية بمنطقة الجوف","ادارة الشؤون الفنية المركزية بمنطقة الجوف","200","2025-08-24","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=HuaJn6c9PoAuQQQp8gkXEQ==","2025-08-25","2025-08-27","09:59",-82,-84,"مرور"
"صيانة وتأمين قطع غيار لمركبات رسمية متعرضة لحوادث مرورية تابعة لإدارة دوريات الأمن بمنطقة الرياض","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-08-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=GKPfMVAWm07El9znebSBKg==","2025-08-22","2025-08-24","09:59",-85,-87,"مرور"
"صيانة وتأمين قطع غيار لمركبات رسمية متعرضة لحوادث مرورية تابعة لإدارة دوريات الأمن بمحافظة جدة","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-08-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=D*@@**ruB0oMYEe70smWTGdbhg==","2025-08-22","2025-08-24","09:59",-85,-87,"مرور"
"صيانة وتأمين قطع غيار لمركبات رسمية متعرضة لحوادث مرورية تابعة لإدارة دوريات الأمن بمنطقة الرياض","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-08-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=SXIBL9U5mKR37*@@**fVxUN1VQ==","2025-08-22","2025-08-24","09:59",-85,-87,"مرور"
"صيانة وتأمين قطع غيار لمركبات رسمية متعرضة لحوادث مرورية تابعة لإدارة دوريات الأمن بالعاصمة المقدسة","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-08-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=%20KCBVHrWE*@@**2ys0c%20Puh9ow==","2025-08-22","2025-08-24","09:59",-85,-87,"مرور"
"صيانة وتأمين قطع غيار لمركبات رسمية متعرضة لحوادث مرورية تابعة لإدارة دوريات الأمن بمحافظة الطائف","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-08-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=kSqFQHvEXsQ0sgRZQhaQ7w==","2025-08-22","2025-08-24","09:59",-85,-87,"مرور"
"تجديد خدمة تم المروري لعام 2025-2026","أمانة محافظة جدة","إدارة العقود والمشتريات  -  الشراء المباشر","200","2025-08-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=5YuBl2b9v3IRO1tQuN*@@**4ZQ==","2025-08-26","2025-08-28","09:59",-81,-83,"مرور"
"تأمين وتركيب وإصلاح وصيانة عدد (7) سيارة لإدارة مرور منطقة الشرقية","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-08-20","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=kCcZel8FwrbiP6HFOjau9Q==","2025-09-02","2025-09-03","08:00",-75,-76,"مرور"
"تأمين وتركيب وإصلاح وصيانة عدد (5) سيارة لإدارة مرور منطقة الرياض","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-08-18","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=dekMPadwh0YkOdl*@@**9fXbcA==","2025-08-22","2025-08-24","09:59",-85,-87,"مرور"
"تأمين حاجز مروري بعجلات لمستشفى قوى الأمن بمكة المكرمة TRAFFIC BARRIER WITH WHEELS, TYPE: ALUMINUM. ...","مستشفى قوى الأمن بمنطقة مكة المكرمة","برنامج مستشفى قوى الأمن بمكة المكرمة","200","2025-08-17","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=BA%202zXHCGK%20Yfw0cpa8dAA==","2025-08-25","2025-08-28","09:59",-81,-84,"مرور"
"تامين وتركيب وإصلاح وصيانة عدد (16) آلات تصوير لإدارة مرور منطقة حائل","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-08-17","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=D9u9DCQo6nkuAm1j6tq8FA==","2025-08-21","2025-08-23","09:59",-86,-88,"مرور"
