"title","publishDate","detailUrl","inquiryDeadline","bidDeadline","keyword"
"توريد وتركيب قطع غيار واصلاح تويوتا بكب غماره تابعه لادارة الدفاع المدني بسكاكا بمنطقة الجوف نتيجة و ...","2025-08-27","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=zNc2FmldS*@@**RnEIubgQ12rA==","2025-08-30","2025-09-01","اصلاح"
"اصلاح وتأمين قطع الغيار المطلوب تأمينها لآليات وسيارات الدفاع المدني","2025-08-26","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=f1G5mdQdxEzUQfEDL2SOSw==","2025-08-28","2025-08-30","اصلاح"
"اصلاح وتأمين قطع الغيار المطلوب تأمينها لآليات وسيارات الدفاع المدني","2025-08-26","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Ns4F2sQ8D1LGgTm2T7tfHg==","2025-08-28","2025-08-30","اصلاح"
"اصلاح وتأمين قطع الغيار المطلوب تأمينها لآليات وسيارات الدفاع المدني","2025-08-26","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=nuYeOqY4auWBSDwfCF43Pg==","2025-08-28","2025-08-30","اصلاح"
"اصلاح وصيانة ودهان حواجز حديدية لزوم فرع التموين بالإدارة العامة للمرور بـ (العاصمة المقدسة)","2025-08-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=IBr*@@**Ts5VjFjZEX0a3MGWPg==","2025-08-29","2025-08-31","اصلاح"
"اصلاح لوحة كهربائية لزوم مبنى محافظة الافلاج","2025-08-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=JhjqxJj2tntaMvxnd0j6PQ==","2025-08-29","2025-08-31","اصلاح"
"اعادة تأهيل للإستاد الرياضي بكلية الملك عبد العزيز الحربية","2025-08-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=fc6EDxZGoxiliG*@@**koklOvw==","2025-08-31","2025-09-21","اصلاح"
"صيانه واصلاح ( صوفة هيدروليك خلفي يسار ) لشيول بحفار خلفي كتر بلر التابع لسرية هندسة القتال بوزارة ا ...","2025-08-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=MBicJX0an5joCVaqlxMvig==","2025-09-04","2025-09-04","اصلاح"
"تأمين اطارات للاليات الفنية لزوم مستودع الدفاع المدني بمنطقة مكة المكرمة","2025-08-20","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=On5JUY7mClF8zAoDavIVag==","2025-08-30","2025-09-01","اصلاح"
"جدول كميات صيانة وإصلاح مباني الدفاع المدني بمنطقة الباحة","2025-08-19","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=QVeiNMIaqPvO9N94EPzyrA==","2025-08-23","2025-08-26","اصلاح"
"اصلاح خارجي لمستشعر جهاز الاشعة","2025-08-19","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=1noWvE1b%20b51zO61CyKdww==","2025-08-21","2025-08-23","اصلاح"
"اصلاح خارجي لبروب جهاز التراساند في مركز القلب","2025-08-19","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=m8n7o1u00XYJYa7FPAfWBg==","2025-08-21","2025-08-23","اصلاح"
"اصلاح لوحة كهربائية لزوم المولد الكهربائي الاحتياطي بمبنى محافظة الحريق","2025-08-19","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=QKhxIwYRc5z5hrnQa2%20%20pg==","2025-08-23","2025-08-25","اصلاح"
"تأمين قطع غيار واصلاح اليات بإدارة الدفاع المدني بمنطقة مكة المكرمة","2025-08-19","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=aE*@@**OCJMUtVf9VOJvLQqfFQ==","2025-08-29","2025-08-31","اصلاح"
"اصلاح دينمو الشروع","2025-08-19","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=OSV0PXXvfwpQ1VNpiaAb9g==","2025-08-24","2025-08-26","اصلاح"
"اصلاح وصيانة الات التصوير التابعة لمديرية الدفاع المدني بمنطقة المدينة المنورة والإدارات التابعة له ...","2025-08-18","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=1p%20mPZcFF80Yshc92EHhlQ==","2025-08-23","2025-08-25","اصلاح"
"تأمين قطع غيار واصلاح اليات بإدارة الدفاع المدني بمنطقة مكة المكرمة","2025-08-18","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=sYERotJ6OH24OWhjNLD3Wg==","2025-08-28","2025-08-30","اصلاح"
"صيانة واصلاح ( فلنجة ) باص انترنشونال 45 راكب موديل 1992 لمركز التدريب بوزارة الحرس الوطني بالقطاع ا ...","2025-08-18","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=3bF2y12nUorKPRePC6TLvw==","2025-09-04","2025-09-04","اصلاح"
"اصلاح شاحنة ميتسوبيشي حسب جدول الكميات بمدينة الملك عبدالعزيز الطبية بجدة التابعة للشؤون الصحية بوزا ...","2025-08-17","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Yyr9d8HWezZfIo3tT8gpjw==","2025-08-19","2025-08-23","اصلاح"
"تأمين قطع غيار واصلاح اليات بإدارة الدفاع المدني بمنطقة مكة المكرمة","2025-08-17","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=I2Krw%20%20WElX4JbMyQZuBJw==","2025-08-27","2025-08-29","اصلاح"
"تأمين قطع غيار واصلاح اليات بإدارة الدفاع المدني بمنطقة مكة المكرمة","2025-08-17","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=z2OIIvTxDVvCJNCpGFT*@@**gA==","2025-08-27","2025-08-29","اصلاح"
"اعمال اصلاح وصيانة لمبنى ( قوة الطوارئ الخاصة ـ غرب ابها ـ غرب الخميس ـ الرصراص ـ شعبة المستودعات ا ...","2025-08-14","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=NK%2055QYiGSay1oKKp0chPQ==","2025-08-18","2025-08-20","اصلاح"
"اعمال اصلاح وصيانة مركز تدريب الدفاع المدني بمنطقة عسير","2025-08-14","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=P0%203gMe8dKHZTFF*@@**6WMdig==","2025-08-18","2025-08-22","اصلاح"
"تامين ضاغط لزوم اصلاح وحدة تكييف بورشة الهيدروليك بفرع الإدارة الهندسية بالغربية","2025-08-14","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=QjCSL39soHJ5*@@**Qv3V%204WdA==","2025-08-20","2025-08-22","اصلاح"
"اعمال اصلاح وصيانة لغرفة المراقبة الأمنية بمعسكر الدفاع المدني بدقم الوبر","2025-08-13","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=5oZuzxA4Wqiizz6bFsL8Jw==","2025-08-18","2025-08-20","اصلاح"
"تامين قطع غيار مع الاصلاح لعدد من الاليات لإدارة الدفاع المدني بالليث","2025-08-13","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=xJrYDSXAfzlbjfUnku5OFA==","2025-08-26","2025-08-28","اصلاح"
"منافسة MA25610060اصلاح بعض الكاميرات الحرارية ومعدات الزلازل التابعة للدفاع المدني بمنطقة المدينة ا ...","2025-08-13","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=u9bYuB%20QQWM1sblP%20nAu9Q==","2025-08-19","2025-08-21","اصلاح"
"صيانة واصلاح أجهزة التكييف والتبريد لمباني الدفاع المدني بالمشاعر المقدسة خلال مواسم حج (1447/1448/1 ...","2025-08-12","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=hjcmW6AwqsIZXm38y524rw==","2025-08-22","2025-09-02","اصلاح"
"عملية اصلاح البورتبلات المسحوبة وايصال الخدمات لها بمختلف مواقع القوات الأمنية المشاركة بمهمة حج عام ...","2025-08-12","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=lVfYHk2srZtCts6YwqLhEQ==","2025-08-22","2025-08-28","اصلاح"
"اصلاح معدات كبس نفايات ووايت ماء بموقع الخرج","2025-08-12","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=8M3PnN*@@**9bm2MfVmfh554vQ==","2025-08-15","2025-08-18","اصلاح"
